stationID,x,y
ri376698,-71.43,41.73
sc380165,-82.65,34.52
sc380170,-82.73,34.48
sc380448,-81.05,33.28
sc380736,-80.25,34.22
sc381093,-79.08,33.52
sc381277,-82.58,34.08
sc381544,-80.03,32.90
sc381549,-79.93,32.78
sc381588,-79.90,34.70
sc381633,-81.20,34.70
sc381726,-82.18,33.53
sc381770,-82.83,34.67
sc381939,-81.12,33.93
sc381944,-81.05,34.00
sc381997,-79.05,33.83
sc382260,-79.87,34.28
sc382386,-79.37,34.42
sc383106,-79.72,34.18
sc383111,-79.77,34.22
sc384607,-81.82,33.80
sc384886,-79.75,33.87
sc385017,-82.03,34.50
sc385200,-81.42,34.20
sc385493,-80.27,33.72
sc385633,-79.55,34.67
sc386293,-81.50,35.05
sc386527,-80.83,33.47
sc386688,-81.33,34.27
sc386775,-81.25,33.77
sc386831,-82.65,34.85
sc387631,-81.78,34.00
sc387666,-80.87,34.13
sc387722,-81.50,34.63
sc388405,-79.87,32.77
sc388440,-80.32,33.93
sc388786,-81.67,34.63
sc388887,-83.08,34.75
sc389327,-81.08,34.38
sc389350,-81.05,34.95
sc389469,-80.92,32.70
sd390020,-98.43,45.48
sd390043,-99.08,43.45
sd390128,-97.77,43.65
sd390236,-103.65,43.07
sd390559,-103.82,44.70
sd390701,-102.47,45.52
sd391049,-97.73,45.78
sd391076,-96.75,44.30
sd391294,-103.98,45.53
sd391392,-96.60,43.30
sd391539,-101.02,43.58
sd391579,-96.95,43.12
sd391777,-96.68,44.75
sd391873,-98.30,45.73
sd391972,-101.88,43.97
sd392087,-103.60,43.77
sd392302,-97.55,44.38
sd392429,-101.60,45.05
sd392797,-99.62,45.77
sd392927,-99.10,45.03
sd392984,-96.67,44.02
sd393029,-98.07,44.03
sd393069,-103.47,44.40
sd393294,-99.95,45.02
sd393316,-101.78,45.40
sd393452,-99.43,43.23
sd393832,-99.47,44.52
sd394007,-103.47,43.43
sd394037,-97.52,44.02
sd394127,-98.22,44.38
sd394184,-101.95,43.75
sd394206,-99.02,45.45
sd394516,-99.85,43.90
sd394834,-103.77,44.35
sd394864,-102.17,45.93
sd395048,-103.42,45.87
sd395090,-97.17,44.03
sd395381,-101.35,45.92
sd395456,-98.50,45.15
sd395481,-97.58,43.23
sd395544,-101.65,44.45
sd395561,-98.98,44.52
sd395638,-100.60,43.12
sd395891,-100.72,43.90
sd396054,-103.45,44.73
sd396212,-103.23,43.18
sd396292,-100.07,44.70
sd396427,-103.50,44.07
sd396574,-98.53,43.07
sd396597,-100.28,44.38
sd396712,-100.28,45.92
sd396937,-103.10,44.15
sd396947,-103.20,44.07
sd397545,-100.03,45.50
sd397667,-96.73,43.57
sd397742,-97.05,45.67
sd397882,-103.78,44.48
sd397992,-99.45,44.25
sd398307,-101.07,45.43
sd398472,-97.87,43.00
sd398622,-96.88,42.78
sd398911,-102.43,44.07
sd398932,-97.15,44.92
sd398980,-97.33,45.43
sd399004,-97.53,45.33
sd399070,-98.57,44.08
sd399232,-98.72,43.72
sd399367,-99.87,43.38
sd399442,-100.48,43.50
sd399502,-97.40,42.92
tn400081,-84.88,36.38
tn400284,-84.58,35.43
tn400876,-88.95,35.27
tn401094,-82.40,36.48
tn401145,-89.27,35.60
tn401656,-85.20,35.03
tn401790,-87.37,36.52
tn401808,-84.78,35.22
tn401957,-87.05,35.62
tn402009,-85.50,36.17
tn402108,-89.65,35.55
tn402197,-85.08,35.95
tn402202,-85.13,36.02
tn402360,-85.00,35.50
tn402489,-87.40,36.07
tn402589,-87.85,36.50
tn402600,-88.72,36.28
tn402685,-89.40,36.02
tn403074,-86.57,35.13
tn403280,-86.85,35.93
tn403420,-83.53,35.68
tn403679,-82.85,36.10
tn404556,-88.92,35.60
tn404561,-88.85,35.62
tn404858,-82.50,36.52
tn404876,-87.10,36.12
tn404950,-83.98,35.82
tn405089,-87.32,35.27
tn405108,-86.27,36.22
tn405187,-86.80,35.45
tn405681,-88.85,36.32
tn405882,-85.80,35.68
tn405954,-89.98,35.05
tn406012,-88.75,35.92
tn406162,-85.83,35.25
tn406274,-89.40,35.07
tn406371,-86.38,35.83
tn406402,-86.68,36.12
tn406534,-83.17,35.97
tn406619,-84.08,36.20
tn406750,-84.23,36.03
tn406829,-84.53,36.48
tn406977,-88.30,36.30
tn407184,-85.20,35.62
tn407359,-86.57,36.62
tn407459,-87.03,35.20
tn407884,-83.00,36.37
tn408065,-89.35,36.38
tn408108,-88.27,35.25
tn408160,-88.58,35.17
tn408179,-83.55,35.87
tn408246,-86.48,35.48
tn408522,-85.50,35.95
tn408562,-86.83,36.47
tn409155,-86.20,35.37
tn409219,-89.05,36.42
tn409502,-87.77,35.32
tn409866,-86.08,35.83
tx410016,-99.68,32.43
tx410174,-103.67,30.35
tx410211,-101.70,35.23
tx410235,-94.58,29.78
tx410257,-95.38,29.20
tx410394,-100.22,33.13
tx410404,-95.85,32.22
tx410428,-97.70,30.30
tx410482,-102.30,30.88
tx410493,-99.95,31.77
tx410498,-103.68,31.00
tx410569,-95.97,28.98
tx410639,-97.70,28.45
tx410690,-98.42,27.60
tx410691,-97.45,32.65
tx410786,-101.50,32.23
tx410832,-98.42,30.10
tx410902,-98.75,29.82
tx410923,-96.18,33.60
tx410958,-101.45,35.65
tx410984,-97.85,33.57
tx411017,-99.35,31.13
tx411033,-103.00,35.65
tx411048,-96.40,30.15
tx411063,-97.75,33.22
tx411128,-102.25,33.18
tx411136,-97.47,25.92
tx411138,-98.98,31.72
tx411250,-98.22,30.77
tx411398,-100.02,29.67
tx411430,-101.93,34.98
tx411500,-94.33,32.15
tx411578,-94.18,31.80
tx411596,-95.97,31.25
tx411698,-100.28,34.43
tx411715,-103.25,29.25
tx411761,-100.93,34.95
tx411800,-97.38,32.35
tx411875,-99.43,31.83
tx411889,-96.35,30.58
tx411911,-96.53,29.70
tx411956,-95.45,30.32
tx411974,-101.25,31.65
tx412015,-97.43,27.77
tx412019,-96.47,32.08
tx412082,-102.33,31.40
tx412114,-95.47,31.32
tx412121,-101.22,33.65
tx412225,-94.70,32.92
tx412240,-102.55,36.02
tx412244,-96.85,32.85
tx412266,-96.18,29.05
tx412360,-100.82,29.37
tx412404,-97.18,33.25
tx412464,-102.32,34.58
tx412617,-101.97,35.85
tx412679,-100.50,28.72
tx412797,-106.40,31.80
tx413060,-99.13,26.55
tx413063,-98.13,27.22
tx413133,-96.67,32.55
tx413183,-97.10,29.68
tx413201,-98.15,29.13
tx413214,-101.33,33.98
tx413280,-102.87,30.90
tx413283,-97.05,32.83
tx413299,-98.82,28.47
tx413329,-98.87,30.28
tx413340,-95.33,28.95
tx413368,-102.62,34.70
tx413411,-101.45,32.77
tx413485,-97.75,31.43
tx413618,-97.38,28.67
tx413622,-97.45,29.50
tx413668,-98.58,33.08
tx413691,-97.05,32.97
tx413734,-96.13,33.12
tx413787,-101.40,36.25
tx413828,-100.32,33.62
tx413873,-96.93,29.45
tx413943,-97.70,26.20
tx413992,-99.73,33.15
tx414058,-98.68,27.30
tx414081,-94.80,32.15
tx414098,-102.40,34.82
tx414182,-97.13,32.02
tx414278,-99.57,31.85
tx414307,-95.28,29.65
tx414382,-95.57,30.73
tx414517,-98.17,33.22
tx414525,-95.27,31.97
tx414570,-100.57,33.25
tx414605,-98.42,30.28
tx414810,-97.83,27.48
tx414903,-96.88,29.92
tx415013,-101.93,32.70
tx415048,-101.57,29.80
tx415060,-99.47,27.52
tx415094,-96.48,33.03
tx415183,-102.37,33.60
tx415193,-97.02,30.42
tx415196,-94.82,30.05
tx415247,-100.28,36.23
tx415271,-94.95,30.70
tx415272,-98.67,30.75
tx415411,-101.83,33.65
tx415424,-94.72,31.32
tx415429,-97.67,29.70
tx415477,-95.90,30.95
tx415579,-103.25,30.22
tx415611,-96.92,31.32
tx415618,-94.37,32.55
tx415650,-99.22,30.75
tx415658,-100.82,34.02
tx415659,-95.97,28.70
tx415702,-98.23,26.18
tx415707,-102.20,31.13
tx415721,-98.38,26.48
tx415757,-97.40,31.43
tx415821,-100.53,34.72
tx415822,-99.80,30.92
tx415890,-102.20,31.95
tx415891,-102.02,32.02
tx416074,-102.77,33.73
tx416104,-104.00,30.67
tx416108,-94.97,33.18
tx416119,-95.23,33.18
tx416135,-102.72,34.22
tx416177,-94.58,31.60
tx416276,-98.12,29.70
tx416644,-102.13,34.18
tx416734,-101.17,30.52
tx416740,-100.30,34.02
tx416747,-99.93,31.50
tx416750,-96.22,28.70
tx416757,-95.67,31.75
tx416785,-101.38,35.33
tx416792,-103.22,29.32
tx416794,-95.58,33.65
tx416879,-99.10,28.88
tx416950,-100.80,36.40
tx417020,-96.18,29.23
tx417074,-102.83,33.18
tx417079,-101.68,34.18
tx417140,-96.55,28.67
tx417174,-94.02,29.97
tx417184,-97.43,26.55
tx417206,-101.38,33.18
tx417215,-98.57,29.05
tx417262,-104.37,29.55
tx417327,-99.18,32.37
tx417458,-97.78,26.48
tx417622,-98.82,26.38
tx417669,-100.48,31.90
tx417677,-97.67,27.78
tx417704,-97.05,28.02
tx417743,-100.53,32.45
tx417782,-100.47,32.87
tx417841,-95.15,31.80
tx417936,-94.10,31.07
tx417943,-100.50,31.37
tx417945,-98.47,29.53
tx417983,-97.95,29.87
tx418022,-102.37,30.13
tx418201,-102.65,32.72
tx418274,-96.65,33.60
tx418323,-101.30,34.47
tx418433,-101.92,32.73
tx418449,-100.65,30.57
tx418630,-100.98,31.85
tx418692,-102.07,36.33
tx418728,-95.63,29.62
tx418743,-95.60,33.13
tx418818,-101.78,33.17
tx418942,-94.08,33.42
tx418996,-95.63,29.48
tx419163,-99.80,33.75
tx419175,-101.77,34.53
tx419191,-100.88,34.40
tx419364,-96.92,28.85
tx419419,-97.22,31.62
tx419491,-96.17,30.33
tx419499,-100.72,31.67
tx419532,-97.82,32.77
tx419565,-100.22,34.87
tx419588,-97.97,26.15
tx419715,-97.37,31.87
tx419729,-98.52,33.98
tx419800,-96.02,32.70
tx419830,-103.20,31.78
tx419952,-97.15,29.30
ut420061,-111.78,40.45
ut420072,-111.63,40.60
ut420074,-110.28,40.37
ut420086,-112.48,37.43
ut420730,-112.97,38.72
ut420738,-109.47,37.62
ut420788,-109.55,37.28
ut420849,-111.42,37.92
ut421008,-112.17,37.65
ut421144,-113.72,39.90
ut421163,-109.83,38.45
ut421214,-111.02,39.22
ut421267,-113.10,37.70
ut421308,-109.08,37.72
ut421759,-111.78,40.62
ut422057,-111.53,40.40
ut422090,-112.52,39.38
ut422101,-112.63,39.30
ut422173,-109.30,40.43
ut422257,-112.95,40.20
ut422385,-111.43,40.97
ut422578,-111.58,39.35
ut422592,-111.60,37.77
ut422696,-112.08,40.27
ut422726,-111.88,40.98
ut422798,-111.13,39.08
ut422828,-112.33,38.97
ut422852,-113.40,39.83
ut422864,-109.42,40.93
ut422996,-109.87,40.28
ut423097,-112.20,40.72
ut423611,-110.68,38.42
ut423809,-111.42,40.50
ut424100,-109.07,37.38
ut424174,-114.00,40.00
ut424342,-109.37,40.37
ut424467,-111.28,40.65
ut424508,-112.52,37.05
ut424856,-111.32,41.82
ut424968,-113.27,37.20
ut425065,-111.87,39.55
ut425182,-111.83,41.77
ut425186,-111.82,41.73
ut425402,-111.65,39.27
ut425477,-112.23,38.45
ut425582,-109.87,37.15
ut425733,-109.55,38.58
ut425837,-111.58,39.53
ut425969,-110.07,40.20
ut426123,-110.05,40.42
ut426135,-111.83,39.70
ut426181,-113.30,37.48
ut426357,-112.33,39.38
ut426534,-112.63,37.27
ut426568,-109.68,40.08
ut426708,-113.88,39.65
ut426869,-111.85,41.25
ut426919,-111.73,40.37
ut427260,-112.08,38.77
ut427271,-111.82,41.93
ut427395,-109.98,40.30
ut427516,-113.57,37.10
ut427598,-111.97,40.77
ut427686,-111.80,39.95
ut427846,-111.58,40.60
ut428119,-111.60,40.08
ut428733,-111.72,40.45
ut428771,-112.30,40.53
ut429111,-109.52,40.45
ut429133,-112.45,40.08
ut429136,-113.67,37.35
ut429382,-114.03,40.72
ut429595,-111.15,41.53
ut429717,-112.98,37.22
va440243,-78.83,37.35
va440327,-77.48,37.77
va440766,-80.42,37.23
va441209,-81.33,37.10
va441593,-78.52,38.03
va441606,-78.52,36.77
va441614,-79.32,36.87
va442009,-77.37,38.20
va442208,-78.93,38.45
va442941,-78.38,37.30
va443267,-80.92,36.67
va443640,-82.13,37.30
va444044,-76.78,36.68
va444101,-77.30,37.30
va444128,-79.83,38.00
va444414,-78.28,36.60
va444876,-79.43,37.78
va444909,-77.72,39.12
va445050,-78.00,38.03
va445096,-78.38,38.67
va445120,-79.20,37.33
va445851,-77.88,39.07
va446139,-76.20,36.88
va446475,-75.82,37.58
va446692,-80.03,36.78
va446712,-78.10,38.22
va446955,-80.77,37.05
va447201,-77.33,37.50
va447285,-79.97,37.32
va447338,-79.90,37.00
va448022,-80.72,37.23
va448062,-79.07,38.15
va448192,-76.60,36.73
va448600,-78.95,37.67
va448829,-77.02,37.73
va448894,-76.77,37.98
va448906,-77.03,38.83
dc448906,-77.03,38.85
va449025,-76.82,37.52
va449151,-76.75,37.28
va449186,-78.17,39.18
va449215,-82.57,36.97
va449263,-78.50,38.87
va449301,-81.08,36.93
vi678905,-64.97,18.33
vt431081,-73.15,44.47
vt431243,-72.60,43.38
vt431580,-73.20,43.97
vt432769,-72.80,44.92
vt435278,-72.57,44.20
vt435542,-72.20,44.93
vt436893,-72.82,43.88
vt436995,-72.97,43.60
vt437054,-72.02,44.42
wa450008,-123.82,46.98
wa450176,-122.62,48.52
wa450482,-122.53,45.77
wa450574,-122.53,48.80
wa450729,-122.75,48.98
wa450872,-122.63,47.55
wa451233,-121.73,47.42
wa451276,-122.95,46.72
wa451395,-117.72,48.25
wa451400,-119.65,48.00
wa451484,-122.33,48.97
wa451496,-124.30,47.58
wa451679,-121.75,48.53
wa451760,-122.20,46.05
wa451767,-119.00,47.95
wa451783,-122.70,48.20
wa451968,-121.15,45.62
wa451992,-121.60,48.25
wa452007,-118.15,47.65
wa452030,-117.95,46.30
wa452157,-121.15,48.72
wa452505,-120.52,47.00
wa452531,-123.40,47.00
wa452548,-123.58,48.02
wa452614,-119.53,47.30
wa452675,-122.20,48.00
wa452914,-124.37,47.95
wa453320,-124.08,46.77
wa453333,-123.57,46.38
wa453515,-118.18,47.48
wa453546,-118.62,46.75
wa453807,-123.93,46.97
wa454154,-119.13,46.22
wa454338,-117.82,46.80
wa454486,-121.97,47.38
wa454679,-118.58,47.00
wa454748,-124.03,46.37
wa454769,-122.92,46.17
wa455133,-120.43,48.60
wa455224,-122.27,47.13
wa455525,-121.98,47.85
wa455659,-121.53,46.00
wa455688,-120.17,46.52
wa455704,-121.93,47.15
wa455844,-117.05,48.18
wa455946,-117.78,48.92
wa456039,-118.68,47.33
wa456096,-122.80,48.62
wa456114,-122.90,46.97
wa456262,-121.67,46.62
wa456295,-121.83,47.30
wa456534,-120.67,47.77
wa456610,-117.58,46.48
wa456789,-117.20,46.77
wa456846,-122.92,47.82
wa456880,-119.87,47.18
wa456898,-121.73,46.78
wa456974,-118.73,48.65
wa457015,-119.30,46.30
wa457059,-118.37,47.12
wa457180,-117.37,47.23
wa457473,-122.30,47.45
wa457507,-122.22,48.50
wa457938,-117.52,47.62
wa458034,-121.72,47.87
wa458059,-120.70,48.33
wa458207,-120.00,46.32
wa458773,-122.68,45.63
wa458928,-118.28,46.10
wa458959,-120.42,46.43
wa459012,-120.07,47.65
wa459074,-120.32,47.42
wa459238,-118.70,47.75
wa459376,-120.18,48.47
wa459465,-120.53,46.57
wi470124,-91.92,44.33
wi470175,-92.35,45.32
wi470265,-88.38,44.25
wi470516,-89.73,43.47
wi470645,-88.83,43.47
wi470696,-89.03,42.50
wi470904,-91.48,45.10
wi471078,-89.37,42.62
wi471205,-88.27,42.67
wi471568,-88.15,44.03
wi471676,-88.75,44.62
wi471847,-91.28,45.80
wi471897,-88.20,45.28
wi471923,-92.02,45.53
wi471978,-92.37,46.00
wi472173,-90.12,42.97
wi472428,-91.48,44.87
wi472839,-88.45,43.78
wi472869,-88.85,42.92
wi473038,-91.22,43.58
wi473058,-88.10,43.23
wi473186,-91.80,46.25
wi473244,-92.67,45.80
wi473269,-87.97,44.52
wi473332,-90.50,46.47
wi473405,-89.52,44.12
wi473453,-88.38,43.32
wi473698,-91.12,45.23
wi474080,-90.80,45.35
wi474174,-87.83,42.58
wi474195,-87.50,44.47
wi474370,-91.28,43.93
wi474482,-88.92,43.08
wi474546,-90.70,42.85
wi474582,-88.65,45.55
wi474937,-91.10,43.22
wi474961,-89.33,43.13
wi475017,-87.67,44.10
wi475091,-87.63,45.10
wi475120,-90.13,44.65
wi475164,-90.35,44.15
wi475178,-90.08,43.80
wi475255,-90.33,45.13
wi475286,-90.62,46.35
wi475335,-91.93,44.90
wi475364,-89.68,45.18
wi475474,-88.03,43.07
wi475479,-87.90,42.95
wi475516,-89.73,45.88
wi475563,-91.67,44.57
wi475786,-90.10,44.05
wi475808,-90.60,44.57
wi475932,-88.73,44.38
wi476200,-88.52,43.10
wi476208,-87.87,44.88
wi476330,-88.53,44.03
wi476357,-90.57,44.95
wi476398,-90.45,45.93
wi476646,-90.48,42.73
wi476678,-87.98,43.75
wi476718,-89.47,43.53
wi476827,-91.15,43.05
wi476859,-90.40,45.53
wi476922,-87.82,42.72
wi477092,-89.88,46.12
wi477113,-89.40,45.63
wi477132,-91.73,45.50
wi477158,-90.38,43.33
wi477174,-91.90,45.20
wi477226,-92.63,44.87
wi477349,-89.33,44.60
wi477464,-92.65,45.42
wi477708,-88.62,44.78
wi477892,-91.82,46.35
wi478027,-91.88,45.82
wi478110,-90.90,44.97
wi478171,-89.57,44.52
wi478229,-89.22,42.92
wi478267,-87.33,44.87
wi478349,-92.10,46.72
wi478589,-91.43,44.00
wi478672,-87.53,44.30
wi478827,-90.88,43.55
wi478905,-86.85,45.40
wi478919,-88.72,43.20
wi478937,-88.23,43.02
wi478951,-89.08,44.37
wi478968,-89.62,44.92
wi479190,-88.73,42.83
wi479236,-89.85,45.72
wi479304,-91.07,45.88
wi479319,-89.77,43.63
wi479335,-89.85,44.38
wv460527,-79.37,39.27
wv460580,-81.18,37.78
wv461215,-80.13,38.18
wv461220,-80.27,39.00
wv461570,-81.60,38.37
wv461677,-80.35,39.27
wv462718,-79.85,38.88
wv462920,-80.15,39.47
wv463361,-80.77,38.68
wv463544,-80.83,38.93
wv463846,-82.10,38.28
wv464200,-82.18,38.68
wv464393,-82.55,38.37
wv465224,-80.43,37.80
wv465365,-81.37,38.20
wv465563,-81.82,38.05
wv465707,-77.98,39.40
wv465963,-80.87,39.48
wv466163,-78.97,39.07
wv466202,-79.92,39.65
wv466212,-79.97,39.63
wv466849,-81.43,39.35
wv466859,-81.57,39.27
wv466867,-79.67,39.10
wv467029,-81.53,37.58
wv467552,-81.72,38.82
wv467730,-78.75,39.35
wv467785,-79.67,39.35
wv468384,-81.35,38.80
wv468777,-79.52,39.43
wv469281,-78.58,39.10
wv469522,-80.30,37.80
wv469683,-81.92,38.53
wy480140,-111.03,43.77
wy480540,-108.05,44.38
wy480778,-107.73,43.65
wy480865,-110.43,43.23
wy481000,-108.20,43.42
wy481165,-106.68,44.35
wy481175,-109.18,44.50
wy481220,-107.53,44.77
wy481284,-109.27,43.37
wy481570,-106.33,42.92
wy481675,-104.82,41.15
wy481730,-104.82,41.75
wy481816,-106.38,44.62
wy481840,-109.07,44.53
wy482580,-105.12,44.12
wy482715,-109.62,43.55
wy482725,-104.98,43.42
wy482995,-106.42,41.70
wy483031,-108.37,44.52
wy483100,-110.95,41.27
wy483855,-105.50,44.28
wy484065,-109.47,41.53
wy484910,-110.77,43.48
wy485055,-106.63,43.72
wy485105,-110.53,41.80
wy485345,-110.40,44.57
wy485390,-108.73,42.82
wy485415,-105.68,41.32
wy485770,-108.38,44.85
wy486440,-110.58,43.87
wy486660,-104.20,43.85
wy487115,-108.68,43.25
wy487200,-104.48,41.63
wy487260,-109.85,42.87
wy487533,-107.20,41.80
wy487555,-104.28,43.25
wy487760,-108.38,43.02
wy487845,-109.07,41.60
wy488155,-106.97,44.77
wy488160,-106.87,44.85
wy488315,-110.67,44.13
wy488705,-104.35,44.40
wy489025,-110.42,44.92
wy489205,-104.62,44.10
wy489615,-104.92,42.08
wy489770,-107.97,44.02
wy489905,-110.70,44.97
